Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2025-09-30,57118962,57119000,Maritime Administration:,null,null,null,null,null,null,6c,127,127,12083,S,B,3,2.6.1,2025,4,2025,3,09,30
2025-09-30,57119000,57119009,Maritime Guaranteed Loan (Title XI) FFB Financing Account,-4020035.61,-15952539.30,-15952539.30,317375495.88,305442992.19,301422956.58,6c,128,128,14409,D,P,4,2.6.1.1,2025,4,2025,3,09,30
2025-09-30,57118745,57119018,Department of the Treasury:,null,null,null,null,null,null,6c,129,129,6842,S,C,2,2.7,2025,4,2025,3,09,30
2025-09-30,57119018,57119021,Departmental Offices:,null,null,null,null,null,null,6c,130,130,12090,S,B,3,2.7.1,2025,4,2025,3,09,30
2025-09-30,57119021,57119026,Community Development Financial Institutions Fund,-9147777.35,158161055.78,82024777.13,1324235756.32,1491544589.45,1482396812.10,6c,131,131,6843,D,P,4,2.7.1.1,2025,4,2025,3,09,30
2025-09-30,57118745,57119053,Department of Veterans Affairs:,null,null,null,null,null,null,6c,132,132,6845,S,C,2,2.8,2025,4,2025,3,09,30
2025-09-30,57119053,57119064,Guaranteed Transitional Housing Loans for Homeless Veterans,null,-107395.76,-102938.03,3763276.62,3655880.86,3655880.86,6c,133,133,6846,D,P,3,2.8.1,2025,4,2025,3,09,30
2025-09-30,57118745,57119097,International Assistance Programs:,null,null,null,null,null,null,6c,134,134,6870,S,C,2,2.9,2025,4,2025,3,09,30
2025-09-30,57119097,57119111,Agency for International Development:,null,null,null,null,null,null,6c,135,135,12122,S,B,3,2.9.1,2025,4,2025,3,09,30
2025-09-30,57119111,57119136,Sovereign Credit Direct Loan Financing Account,null,20000000000.00,null,null,20000000000.00,20000000000.00,6c,136,136,14813,D,P,4,2.9.1.1,2025,4,2025,3,09,30
2025-09-30,57118363,57118382,Rural Housing Service:,null,null,null,null,null,null,6c,9,9,5540,S,B,3,1.1.3,2025,4,2025,3,09,30
2025-09-30,57118419,57118425,Economic Development Administration,null,220000000.00,null,null,220000000.00,220000000.00,6c,26,26,14818,D,B,3,1.2.1,2025,4,2025,3,09,30
2025-09-30,57118596,57118598,Departmental Offices:,null,null,null,null,null,null,6c,77,77,6122,S,B,3,1.13.1,2025,4,2025,3,09,30
2025-09-30,57119172,57119193,Postal Service,null,null,2000000000.00,15000000000.00,15000000000.00,15000000000.00,6c,140,140,6950,D,A,3,2.10.2,2025,4,2025,3,09,30
2025-09-30,null,57118361,Borrowing from the US Treasury:,null,null,null,null,null,null,6c,1,1,5450,S,BL,1,1,2025,4,2025,3,09,30
2025-09-30,57118388,57118391,Rural Development Loan Fund,121000.00,-5247500.00,-1905000.00,261144304.00,255775804.00,255896804.00,6c,14,14,5590,D,P,4,1.1.4.2,2025,4,2025,3,09,30
2025-09-30,57118456,57118464,Federal Direct Student Loans,149967627225.50,189510936289.04,-29554105593.75,1107800665275.70,1147343974339.24,1297311601564.74,6c,35,35,5790,D,P,3,1.4.3,2025,4,2025,3,09,30
2025-09-30,57118361,57118699,Small Business Administration:,null,null,null,null,null,null,6c,97,97,6400,S,C,2,1.17,2025,4,2025,3,09,30
2025-09-30,57118745,57118879,Department of Health and Human Services:,null,null,null,null,null,null,6c,121,121,6740,S,C,2,2.4,2025,4,2025,3,09,30
2025-09-30,57118745,57119172,Independent Agencies:,null,null,null,null,null,null,6c,137,137,6930,S,C,2,2.10,2025,4,2025,3,09,30
2025-09-30,57119172,57119182,Federal Deposit Insurance Corporation,null,null,null,null,null,null,6c,138,138,12146,D,A,3,2.10.1,2025,4,2025,3,09,30
2025-09-30,57119182,57119187,FDIC (acting in its capacity as Receiver),null,null,43333000000.00,93333000000.00,93333000000.00,93333000000.00,6c,139,139,14785,D,P,4,2.10.1.1,2025,4,2025,3,09,30
2025-09-30,57118401,57118402,Rural Water and Waste Disposal Fund,1823000.00,506337050.00,572008050.00,15197223450.00,15701737500.00,15703560500.00,6c,20,20,5620,D,P,4,1.1.5.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118456,Department of Education:,null,null,null,null,null,null,6c,32,32,5770,S,C,2,1.4,2025,4,2025,3,09,30
2025-09-30,57118361,57118472,Department of Energy:,null,null,null,null,null,null,6c,39,39,5810,S,C,2,1.5,2025,4,2025,3,09,30
2025-09-30,57118361,57118738,Other:,null,null,null,null,null,null,6c,109,109,6560,S,C,2,1.19,2025,4,2025,3,09,30
2025-09-30,57118738,57118740,Borrowing from the US Treasury - Other,null,250100.00,110000.00,918108.00,1168208.00,1168208.00,6c,110,110,11959,D,P,3,1.19.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118742,Total Borrowing from the US Treasury,143800898590.89,276268478114.57,-34804166332.06,1924970572983.13,2057438152506.81,2201239051097.70,6c,111,111,6580,T,BL,2,1.20,2025,4,2025,3,09,30
2025-09-30,null,57118745,Borrowing from the Federal Financing Bank:,null,null,null,null,null,null,6c,112,112,6590,S,BL,1,2,2025,4,2025,3,09,30
2025-09-30,57118747,57118789,Rural Utilities Service:,null,null,null,null,null,null,6c,114,114,6650,S,B,3,2.1.1,2025,4,2025,3,09,30
2025-09-30,57118789,57118795,Rural Electrification and Telecommunications Fund,-99680541.91,533895379.43,-216646305.64,54331674467.93,54965250389.27,54865569847.36,6c,115,115,6660,D,P,4,2.1.1.1,2025,4,2025,3,09,30
2025-09-30,57118745,57118845,Department of Education:,null,null,null,null,null,null,6c,116,116,6710,S,C,2,2.2,2025,4,2025,3,09,30
2025-09-30,57118730,57118732,John F. Kennedy Center Parking Facilities,null,null,-20400000.00,null,null,null,6c,108,108,6540,D,P,4,1.18.5.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118363,Department of Agriculture:,null,null,null,null,null,null,6c,2,2,5460,S,C,2,1.1,2025,4,2025,3,09,30
2025-09-30,57118724,57118728,Social Security Equivalent Benefit Account,461400000.00,143100000.00,-22100000.00,4604700000.19,4286400000.19,4747800000.19,6c,106,106,6520,D,P,4,1.18.4.1,2025,4,2025,3,09,30
2025-09-30,57118705,57118730,Smithsonian Institution:,null,null,null,null,null,null,6c,107,107,6530,S,A,3,1.18.5,2025,4,2025,3,09,30
2025-09-30,57118845,57118851,Historically Black College and University Capital Financing Fund,27003765.61,269154160.28,178249973.42,547090167.03,789240561.70,816244327.31,6c,117,117,6730,D,P,3,2.2.1,2025,4,2025,3,09,30
2025-09-30,57118745,57118861,Department of Energy:,null,null,null,null,null,null,6c,118,118,6732,S,C,2,2.3,2025,4,2025,3,09,30
2025-09-30,57118861,57118869,Advanced Technology Vehicles Manufacturing Loans,105451621.90,8937149937.07,905274778.35,1971082097.88,10802780413.05,10908232034.95,6c,119,119,6737,D,P,3,2.3.1,2025,4,2025,3,09,30
2025-09-30,57118861,57118871,Title 17 Innovative Technology Loans,144258561.69,2941934503.05,-407639012.93,14965198709.39,17762874650.75,17907133212.44,6c,120,120,6735,D,P,3,2.3.2,2025,4,2025,3,09,30
2025-09-30,57118705,57118709,Federal Communications Commission:,null,null,null,null,null,null,6c,102,102,6460,S,A,3,1.18.2,2025,4,2025,3,09,30
2025-09-30,57118709,57118711,Spectrum Auction Loan Fund,null,3080000000.00,null,null,3080000000.00,3080000000.00,6c,103,103,6470,D,P,4,1.18.2.1,2025,4,2025,3,09,30
2025-09-30,57118705,57118722,Presidio Trust,-4294081.93,-4758327.03,64930240.00,250000000.00,249535754.90,245241672.97,6c,104,104,6480,D,A,3,1.18.3,2025,4,2025,3,09,30
2025-09-30,57118705,57118724,Railroad Retirement Board:,null,null,null,null,null,null,6c,105,105,6490,S,A,3,1.18.4,2025,4,2025,3,09,30
2025-09-30,57118572,57118576,Railroad Rehabilitation and Improvement Loan Fund,-100214486.37,566852789.74,595073393.48,2459902107.50,3126969383.61,3026754897.24,6c,71,71,6080,D,P,4,1.12.2.1,2025,4,2025,3,09,30
2025-09-30,57118419,57118427,National Oceanic and Atmospheric Administration:,null,null,null,null,null,null,6c,27,27,5720,S,B,3,1.2.2,2025,4,2025,3,09,30
2025-09-30,57118361,57118636,Environmental Protection Agency:,null,null,null,null,null,null,6c,87,87,6210,S,C,2,1.15,2025,4,2025,3,09,30
2025-09-30,57118651,57118684,International Monetary Programs,65701224.69,4892335773.90,null,null,4826634549.21,4892335773.90,6c,95,95,6395,D,B,3,1.16.3,2025,4,2025,3,09,30
2025-09-30,57118651,57118686,United States International Development Finance Corporation,316524874.26,363823101.92,1816634216.76,12314214611.37,12361512839.03,12678037713.29,6c,96,96,14448,D,B,3,1.16.4,2025,4,2025,3,09,30
2025-09-30,57118699,57118701,Business Loan Fund,85412041.00,710845141.00,417941000.00,2792292859.00,3417725959.00,3503138000.00,6c,98,98,6410,D,P,3,1.17.1,2025,4,2025,3,09,30
2025-09-30,57118699,57118703,Disaster Loan Fund,-22506932000.00,-16037652000.00,-70075440000.00,261870422000.00,268339702000.00,245832770000.00,6c,99,99,6420,D,P,3,1.17.2,2025,4,2025,3,09,30
2025-09-30,57118361,57118705,Independent Agencies:,null,null,null,null,null,null,6c,100,100,6430,S,C,2,1.18,2025,4,2025,3,09,30
2025-09-30,57118705,57118707,Export-Import Bank of the United States,594949619.30,-1964627820.46,-1603654519.36,11200435152.53,8640857712.77,9235807332.07,6c,101,101,6450,D,A,3,1.18.1,2025,4,2025,3,09,30
2025-09-30,57118651,57118653,International Security Assistance:,null,null,null,null,null,null,6c,90,90,6300,S,B,3,1.16.1,2025,4,2025,3,09,30
2025-09-30,57118653,57118655,Foreign Military Loan Program,23270178.92,5907498072.92,1441310627.01,1944962355.00,7829190249.00,7852460427.92,6c,91,91,6320,D,P,4,1.16.1.1,2025,4,2025,3,09,30
2025-09-30,57118653,57118657,Military Debt Reduction,null,-40982405.90,775983.94,40982405.90,null,null,6c,92,92,6330,D,P,4,1.16.1.2,2025,4,2025,3,09,30
2025-09-30,57118651,57118663,Agency for International Development:,null,null,null,null,null,null,6c,93,93,6340,S,B,3,1.16.2,2025,4,2025,3,09,30
2025-09-30,57118363,57118365,Office of the Secretary:,null,null,null,null,null,null,6c,3,3,14652,S,B,3,1.1.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118490,Department of Health and Human Services:,null,null,null,null,null,null,6c,44,44,5828,S,C,2,1.6,2025,4,2025,3,09,30
2025-09-30,57118520,57118530,Green Retrofit Program for Multifamily Housing-Recovery Act,null,70711812.46,174250000.00,265750000.00,336461812.46,336461812.46,6c,58,58,5898,D,P,4,1.8.2.4,2025,4,2025,3,09,30
2025-09-30,57118361,57118534,Department of the Interior:,null,null,null,null,null,null,6c,59,59,5900,S,C,2,1.9,2025,4,2025,3,09,30
2025-09-30,57118534,57118540,Bureau of Indian Affairs and Bureau of Indian Education,-2974.00,-2974.00,246450.00,304688.66,304688.66,301714.66,6c,60,60,5930,D,B,3,1.9.1,2025,4,2025,3,09,30
2025-09-30,57118363,57118401,Rural Utilities Service:,null,null,null,null,null,null,6c,19,19,5610,S,B,3,1.1.5,2025,4,2025,3,09,30
2025-09-30,57118361,57118504,Department of Homeland Security:,null,null,null,null,null,null,6c,47,47,5834,S,C,2,1.7,2025,4,2025,3,09,30
2025-09-30,57118564,57118566,Transportation Infrastructure Finance and Innovation Fund,-739313091.12,5588368120.20,-458268435.02,19800167839.88,26127849051.20,25388535960.08,6c,69,69,6040,D,P,4,1.12.1.1,2025,4,2025,3,09,30
2025-09-30,57118558,57118572,Federal Railroad Administration:,null,null,null,null,null,null,6c,70,70,6060,S,B,3,1.12.2,2025,4,2025,3,09,30
2025-09-30,57118572,57118580,Other,null,null,null,-0.12,-0.12,-0.12,6c,72,72,6100,D,P,4,1.12.2.2,2025,4,2025,3,09,30
2025-09-30,57118558,57118584,Maritime Administration:,null,null,null,null,null,null,6c,73,73,6108,S,B,3,1.12.3,2025,4,2025,3,09,30
2025-09-30,57118584,57118588,Maritime Guaranteed Loan (Title XI) Fund,285800.82,1524438.53,-84353277.29,4715546.14,5954183.85,6239984.67,6c,74,74,6110,D,P,4,1.12.3.1,2025,4,2025,3,09,30
2025-09-30,57118584,57118590,Maritime Guaranteed Loan (Title XI) FFB Financing Account,null,null,null,8063847.00,8063847.00,8063847.00,6c,75,75,14408,D,P,4,1.12.3.2,2025,4,2025,3,09,30
2025-09-30,57118361,57118596,Department of the Treasury:,null,null,null,null,null,null,6c,76,76,6120,S,C,2,1.13,2025,4,2025,3,09,30
2025-09-30,57118598,57118602,Community Development Financial Institutions Fund,-5668909.33,6864597.13,2177672.68,110295629.85,122829136.31,117160226.98,6c,78,78,6130,D,P,4,1.13.1.1,2025,4,2025,3,09,30
2025-09-30,57118598,57118606,Temporary Credit and Liquidity Program,null,-29425268.83,-64994939.55,927389982.37,897964713.54,897964713.54,6c,79,79,6136,D,P,4,1.13.1.2,2025,4,2025,3,09,30
2025-09-30,57118365,57118366,Food Supply Chain and Agriculture Pandemic Response,null,27149000.00,null,null,27149000.00,27149000.00,6c,4,4,14653,D,P,4,1.1.1.1,2025,4,2025,3,09,30
2025-09-30,57118363,57118368,Farm Service Agency:,null,null,null,null,null,null,6c,5,5,5470,S,B,3,1.1.2,2025,4,2025,3,09,30
2025-09-30,57118368,57118370,Commodity Credit Corporation,12750748589.56,12928874186.78,-3637697504.94,13919906569.85,14098032167.07,26848780756.63,6c,6,6,5480,D,P,4,1.1.2.1,2025,4,2025,3,09,30
2025-09-30,57118368,57118372,Agricultural Credit Insurance Fund,1930000.00,2630258854.36,820393174.37,19191073373.37,21819402227.73,21821332227.73,6c,7,7,5490,D,P,4,1.1.2.2,2025,4,2025,3,09,30
2025-09-30,57118368,57118374,Farm Storage Facility Loans,5000000.00,41985211.64,68103554.98,1857549267.04,1894534478.68,1899534478.68,6c,8,8,5500,D,P,4,1.1.2.3,2025,4,2025,3,09,30
2025-09-30,57118382,57118384,Rural Housing Insurance,60433000.00,-275547800.00,1357970500.00,21404444630.00,21068463830.00,21128896830.00,6c,10,10,5550,D,P,4,1.1.3.1,2025,4,2025,3,09,30
2025-09-30,57118382,57118386,Rural Community Facility Loans Fund,42000.00,621243500.00,584691500.00,12939841965.00,13561043465.00,13561085465.00,6c,11,11,5560,D,P,4,1.1.3.2,2025,4,2025,3,09,30
2025-09-30,57118363,57118388,Rural Business - Cooperative Service:,null,null,null,null,null,null,6c,12,12,5570,S,B,3,1.1.4,2025,4,2025,3,09,30
2025-09-30,57118388,57118389,Rural Business and Industry Loans,9093000.00,234637000.00,96855000.00,146779400.00,372323400.00,381416400.00,6c,13,13,5580,D,P,4,1.1.4.1,2025,4,2025,3,09,30
2025-09-30,57118388,57118393,Rural Economic Development Loan Fund,null,18676500.00,1921000.00,258511200.00,277187700.00,277187700.00,6c,15,15,5600,D,P,4,1.1.4.3,2025,4,2025,3,09,30
2025-09-30,57118388,57118395,Renewable Energy Guaranteed Loan Account,null,12040800.00,22686500.00,30733000.00,42773800.00,42773800.00,6c,16,16,5605,D,P,4,1.1.4.4,2025,4,2025,3,09,30
2025-09-30,57118388,57118397,Rural Microenterprise Investment Loans,347000.00,-882000.00,1905000.00,41931917.00,40702917.00,41049917.00,6c,17,17,5607,D,P,4,1.1.4.5,2025,4,2025,3,09,30
2025-09-30,57118388,57118399,Biorefinery Assistance Loan Account,null,-90000000.00,43975000.00,230233000.00,140233000.00,140233000.00,6c,18,18,5608,D,P,4,1.1.4.6,2025,4,2025,3,09,30
2025-09-30,57118401,57118407,Rural Electrification and Telecommunications Fund,2559480812.28,5018147812.28,3072198769.91,10998231169.91,13456898169.91,16016378982.19,6c,21,21,5640,D,P,4,1.1.5.2,2025,4,2025,3,09,30
2025-09-30,57118401,57118411,Distance Learning and Telemedicine Program,7721000.00,117412000.00,46514000.00,605021000.00,714712000.00,722433000.00,6c,23,23,5660,D,P,4,1.1.5.4,2025,4,2025,3,09,30
2025-09-30,57118363,57118415,Foreign Agricultural Service,2000000.00,-23912745.92,-26679430.43,199079576.78,173166830.86,175166830.86,6c,24,24,5680,D,B,3,1.1.6,2025,4,2025,3,09,30
2025-09-30,57118427,57118429,Fisheries Finance,90842373.35,109380358.45,90177166.36,446188646.79,464726631.89,555569005.24,6c,28,28,5730,D,P,4,1.2.2.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118444,Department of Defense--Military Programs:,null,null,null,null,null,null,6c,29,29,5750,S,C,2,1.3,2025,4,2025,3,09,30
2025-09-30,57118444,57118452,Family Housing Improvement Loans,-53337099.08,-72870265.19,100394737.09,1739363465.44,1719830299.33,1666493200.25,6c,30,30,5760,D,P,3,1.3.1,2025,4,2025,3,09,30
2025-09-30,57118444,57118454,Defense Agencies,-12455553.96,117081156.04,-11788476.34,259316215.32,388852925.32,376397371.36,6c,31,31,11602,D,P,3,1.3.2,2025,4,2025,3,09,30
2025-09-30,57118456,57118460,College Housing and Academic Facilities Loans,-100000.00,-167489.66,-607818.02,1494436.47,1426946.81,1326946.81,6c,33,33,5780,D,P,3,1.4.1,2025,4,2025,3,09,30
2025-09-30,57118456,57118462,Historically Black College and University Capital Financing Fund,null,29810418.00,-44661469.16,36898642.84,66709060.84,66709060.84,6c,34,34,11607,D,P,3,1.4.2,2025,4,2025,3,09,30
2025-09-30,57118456,57118468,Temporary Student Loan Purchase Authority,-142455824.00,1031882.36,-5110262490.50,18557260796.49,18700748502.85,18558292678.85,6c,37,37,5797,D,P,3,1.4.5,2025,4,2025,3,09,30
2025-09-30,57118456,57118470,Federal Family Education Loans,null,null,1452668554.23,28355015463.86,28355015463.86,28355015463.86,6c,38,38,5800,D,P,3,1.4.6,2025,4,2025,3,09,30
2025-09-30,57118472,57118476,Bonneville Power Administration Fund,-242276654.76,284800000.00,176900000.00,5960740000.00,6487816654.76,6245540000.00,6c,40,40,5815,D,P,3,1.5.1,2025,4,2025,3,09,30
2025-09-30,57118472,57118478,Western Area Power Administration - Recovery Act,null,null,null,76193417.13,76193417.13,76193417.13,6c,41,41,5817,D,P,3,1.5.2,2025,4,2025,3,09,30
2025-09-30,57118472,57118480,Advanced Technology Vehicles Manufacturing Loans,-45061885.28,82280847.96,null,null,127342733.24,82280847.96,6c,42,42,5825,D,P,3,1.5.3,2025,4,2025,3,09,30
2025-09-30,57118472,57118482,Title 17 Innovative Technology Loans,-88450337.00,44945557.44,71757155.01,724324276.33,857720170.77,769269833.77,6c,43,43,5820,D,P,3,1.5.4,2025,4,2025,3,09,30
2025-09-30,57118490,57118494,Consumer Operated and Oriented Plan,-96940935.00,-96940935.00,66921112.56,387172368.04,387172368.04,290231433.04,6c,45,45,5833,D,P,3,1.6.1,2025,4,2025,3,09,30
2025-09-30,57118490,57118498,Consumer Operated and Oriented Plan Program Contingency Fund,-32426265.57,-32426265.57,2233655.54,100299890.40,100299890.40,67873624.83,6c,46,46,5831,D,P,3,1.6.2,2025,4,2025,3,09,30
2025-09-30,57118504,57118508,National Flood Insurance Fund,null,2000000000.00,null,20525000000.00,22525000000.00,22525000000.00,6c,48,48,5836,D,P,3,1.7.1,2025,4,2025,3,09,30
2025-09-30,57118504,57118510,Disaster Assistance Loan Fund,-5072413.62,632789.91,3297634.40,6889562.08,12594765.61,7522351.99,6c,49,49,5837,D,P,3,1.7.2,2025,4,2025,3,09,30
2025-09-30,57118361,57118512,Department of Housing and Urban Development:,null,null,null,null,null,null,6c,50,50,5840,S,C,2,1.8,2025,4,2025,3,09,30
2025-09-30,57118512,57118514,Public and Indian Housing Programs:,null,null,null,null,null,null,6c,51,51,5850,S,B,3,1.8.1,2025,4,2025,3,09,30
2025-09-30,57118514,57118516,Low-Rent Public Housing - Loans and Other Expenses,150000.00,3120000.00,4801000.00,32439500.00,35409500.00,35559500.00,6c,52,52,5860,D,P,4,1.8.1.1,2025,4,2025,3,09,30
2025-09-30,57118514,57118518,Native Hawaiian Housing Loans,null,20000.00,1356828.00,5718596.00,5738596.00,5738596.00,6c,53,53,5865,D,P,4,1.8.1.2,2025,4,2025,3,09,30
2025-09-30,57118512,57118520,Housing Programs:,null,null,null,null,null,null,6c,54,54,5870,S,B,3,1.8.2,2025,4,2025,3,09,30
2025-09-30,57118520,57118522,Emergency Homeowners' Relief Fund,null,2050000.00,-2000000.00,526000.00,2576000.00,2576000.00,6c,55,55,5875,D,P,4,1.8.2.1,2025,4,2025,3,09,30
2025-09-30,57118520,57118524,Federal Housing Administration,295000000.00,16670500000.00,20330500000.00,127297697000.00,143673197000.00,143968197000.00,6c,56,56,5880,D,P,4,1.8.2.2,2025,4,2025,3,09,30
2025-09-30,57118520,57118528,Home Ownership Preservation Equity Fund,-1000000.00,-1000000.00,-2200000.00,7372500.00,7372500.00,6372500.00,6c,57,57,5895,D,P,4,1.8.2.3,2025,4,2025,3,09,30
2025-09-30,57118534,57118542,Bureau of Reclamation Loan Fund,-1439745.03,-1439745.03,-1375255.52,22693425.44,22693425.44,21253680.41,6c,61,61,5920,D,P,3,1.9.2,2025,4,2025,3,09,30
2025-09-30,57118534,57118544,Assistance to American Samoa Loan Fund,-575441.25,-398737.95,-412815.79,5771067.43,5947770.73,5372329.48,6c,62,62,5940,D,P,3,1.9.3,2025,4,2025,3,09,30
2025-09-30,57118361,57118550,Department of Labor:,null,null,null,null,null,null,6c,63,63,5963,S,C,2,1.10,2025,4,2025,3,09,30
2025-09-30,57118550,57118552,Black Lung Disability Trust Fund,243311761.51,243311761.51,176725147.05,4969496570.72,4969496570.72,5212808332.23,6c,64,64,5965,D,P,3,1.10.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118554,Department of State:,null,null,null,null,null,null,6c,65,65,5970,S,C,2,1.11,2025,4,2025,3,09,30
2025-09-30,57118554,57118556,Repatriation Loans,-249000.98,2118004.00,-708710.46,4779368.54,7146373.52,6897372.54,6c,66,66,5980,D,P,3,1.11.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118558,Department of Transportation:,null,null,null,null,null,null,6c,67,67,5990,S,C,2,1.12,2025,4,2025,3,09,30
2025-09-30,57118558,57118564,Federal Highway Administration:,null,null,null,null,null,null,6c,68,68,6030,S,B,3,1.12.1,2025,4,2025,3,09,30
2025-09-30,57118598,57118612,Small Business Lending Financing Fund,null,2228019.25,-1917687.97,31133713.16,33361732.41,33361732.41,6c,80,80,6139,D,P,4,1.13.1.3,2025,4,2025,3,09,30
2025-09-30,57118598,57118614,ESF - Economic Stabilization Program,-1398951251.95,-2983898990.25,-9237660132.25,5698387642.48,4113439904.18,2714488652.23,6c,81,81,14510,D,P,4,1.13.1.4,2025,4,2025,3,09,30
2025-09-30,57118596,57118618,Federal Financing Bank Revolving Fund,564212026.15,33646550498.52,46967761943.23,177292259758.51,210374598230.88,210938810257.03,6c,82,82,6140,D,P,3,1.13.2,2025,4,2025,3,09,30
2025-09-30,57118361,57118620,Department of Veterans Affairs:,null,null,null,null,null,null,6c,83,83,6150,S,C,2,1.14,2025,4,2025,3,09,30
2025-09-30,57118620,57118622,Veterans Housing Benefit Program Fund,836909191.62,8086674346.01,390613016.55,861474391.70,8111239546.09,8948148737.71,6c,84,84,6160,D,P,3,1.14.1,2025,4,2025,3,09,30
2025-09-30,57118620,57118624,Native American Veteran Housing Fund,-6504803.85,1847097.70,4467306.05,96959724.68,105311626.23,98806822.38,6c,85,85,6170,D,P,3,1.14.2,2025,4,2025,3,09,30
2025-09-30,57118620,57118626,Vocational Rehabilitation Loan Fund,-460000.00,-132771.91,169759.09,619759.09,946987.18,486987.18,6c,86,86,6180,D,P,3,1.14.3,2025,4,2025,3,09,30
2025-09-30,57118636,57118640,Water Infrastructure Finance and Innovation Loan Program,335271036.94,2838784890.48,3928500483.54,6881725773.00,9385239626.54,9720510663.48,6c,88,88,14407,D,P,3,1.15.1,2025,4,2025,3,09,30
2025-09-30,57118361,57118651,International Assistance Programs:,null,null,null,null,null,null,6c,89,89,6290,S,C,2,1.16,2025,4,2025,3,09,30
2025-09-30,57118663,57118670,Development Credit Authority Loan Fund,3891064.58,505830552.10,192042729.00,275041315.68,776980803.20,780871867.78,6c,94,94,6380,D,P,4,1.16.2.1,2025,4,2025,3,09,30
2025-08-31,56825420,56825423,Agricultural Credit Insurance Fund,1436178343.74,2628328854.36,764609346.45,19191073373.37,20383223883.99,21819402227.73,6c,7,7,5490,D,P,4,1.1.2.2,2025,4,2025,3,08,31
2025-08-31,56825565,56825573,Housing Programs:,null,null,null,null,null,null,6c,54,54,5870,S,B,3,1.8.2,2025,4,2025,3,08,31
2025-08-31,56825807,56826116,International Assistance Programs:,null,null,null,null,null,null,6c,134,134,6870,S,C,2,2.9,2025,4,2025,3,08,31
2025-08-31,56825807,56826210,Total Borrowing from the Federal Financing Bank,242173181.11,32668567089.71,45922256790.95,184616472911.56,217042866820.16,217285040001.27,6c,141,141,6980,T,BL,2,2.11,2025,4,2025,3,08,31
2025-08-31,56826180,56826186,FDIC (acting in its capacity as Receiver),null,null,43333000000.00,93333000000.00,93333000000.00,93333000000.00,6c,139,139,14785,D,P,4,2.10.1.1,2025,4,2025,3,08,31
2025-08-31,56826172,56826190,Postal Service,null,null,1760000000.00,15000000000.00,15000000000.00,15000000000.00,6c,140,140,6950,D,A,3,2.10.2,2025,4,2025,3,08,31
