Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2025-09-30,57119664,57119666,Title 17 Innovative Technology Loans,-2609619.04,2038056.97,5906201.91,-82710968.48,-78063292.47,-80672911.51,6e,28,28,5570,D,P,3,1.5.1,2025,4,2025,3,09,30
2025-09-30,57119664,57119668,Tribal Energy Direct Loan Financing Account,-126112.95,-1159526.99,-1429213.27,-1429213.27,-2462627.31,-2588740.26,6e,29,29,14759,D,P,3,1.5.2,2025,4,2025,3,09,30
2025-09-30,57119602,57119669,Department of Health and Human Services:,null,null,null,null,null,null,6e,30,30,5580,S,C,2,1.6,2025,4,2025,3,09,30
2025-09-30,57119669,57119670,Health Resources and Services Administration:,null,null,null,null,null,null,6e,31,31,5620,S,B,3,1.6.1,2025,4,2025,3,09,30
2025-09-30,57119670,57119671,Health Center Loans,-17841.60,-299591.60,-338320.79,-2259228.41,-2540978.41,-2558820.01,6e,32,32,5635,D,P,4,1.6.1.1,2025,4,2025,3,09,30
2025-09-30,57119670,57119672,Health Education Assitance Loans,null,null,null,-70038828.39,-70038828.39,-70038828.39,6e,33,33,5640,D,P,4,1.6.1.2,2025,4,2025,3,09,30
2025-09-30,57119679,57119680,Public and Indian Housing Programs:,null,null,null,null,null,null,6e,35,35,5680,S,B,3,1.7.1,2025,4,2025,3,09,30
2025-09-30,57119680,57119681,Indian Housing Loans,2831209.66,18248649.29,-13820999.59,-47149390.22,-31731950.59,-28900740.93,6e,36,36,5700,D,P,4,1.7.1.1,2025,4,2025,3,09,30
2025-09-30,57119680,57119682,Native Hawaiian Housing Loans,-34089.23,-926056.85,-178314.32,-311705.26,-1203672.88,-1237762.11,6e,37,37,5710,D,P,4,1.7.1.2,2025,4,2025,3,09,30
2025-09-30,57119679,57119685,Housing Programs:,null,null,null,null,null,null,6e,40,40,5760,S,B,3,1.7.3,2025,4,2025,3,09,30
2025-09-30,57119685,57119687,FHA-Mutual Mortgage Insurance Loans,-2409520837.09,-274792036.38,13765309329.30,92118396305.89,94253125106.60,91843604269.51,6e,41,41,5780,D,P,4,1.7.3.1,2025,4,2025,3,09,30
2025-09-30,57119685,57119688,FHA-General and Special Risk Fund,-528175704.41,-1630698287.71,2548307303.14,13974157823.29,12871635239.99,12343459535.58,6e,42,42,5800,D,P,4,1.7.3.2,2025,4,2025,3,09,30
2025-09-30,57119685,57119689,Home Ownership Preservation Entity Fund,-227927.44,-823762.04,-1046952.38,3716899.38,3121064.78,2893137.34,6e,43,43,5810,D,P,4,1.7.3.3,2025,4,2025,3,09,30
