Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Gross Outlay Amount,Current Month Deficit Surplus Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-12-31,53158519,53158540,October,318500079859.09,406374243972.26,87874164113.17,1,2,2,20,D,MTH,2,1.1,2024,1,2023,4,12,31
2023-12-31,53158519,53158543,November,252110808982.40,500645689634.98,248534880652.58,1,3,3,30,D,MTH,2,1.2,2024,1,2023,4,12,31
2023-12-31,53158519,53158547,December,454942371659.52,539943108237.40,85000736577.88,1,4,4,40,D,MTH,2,1.3,2024,1,2023,4,12,31
2023-12-31,53158519,53158549,January,447288317962.29,486072090101.51,38783772139.22,1,5,5,50,D,MTH,2,1.4,2024,1,2023,4,12,31
2023-12-31,53158519,53158551,February,262113909495.88,524547752690.11,262433843194.23,1,6,6,60,D,MTH,2,1.5,2024,1,2023,4,12,31
2023-12-31,53158519,53158553,March,313240364412.41,691675379586.27,378435015173.86,1,7,7,70,D,MTH,2,1.6,2024,1,2023,4,12,31
2023-12-31,53158519,53158555,April,638520361158.51,462339570809.39,-176180790349.12,1,8,8,80,D,MTH,2,1.7,2024,1,2023,4,12,31
2023-12-31,53158519,53158558,May,307486880350.41,547835120008.78,240348239658.37,1,9,9,90,D,MTH,2,1.8,2024,1,2023,4,12,31
2023-12-31,53158519,53158598,June,418316902368.96,646085314907.01,227768412538.05,1,10,10,100,D,MTH,2,1.9,2024,1,2023,4,12,31
2023-12-31,53158519,53158602,July,276160854143.85,496942951497.45,220782097353.60,1,11,11,110,D,MTH,2,1.10,2024,1,2023,4,12,31
2023-12-31,53158519,53158604,August,283130206157.26,193874633463.53,-89255572693.73,1,12,12,120,D,MTH,2,1.11,2024,1,2023,4,12,31
2023-12-31,53158519,53158605,September,467473884607.69,638188883021.14,170714998413.45,1,13,13,130,D,MTH,2,1.12,2024,1,2023,4,12,31
2023-12-31,53158519,53158607,Year-to-Date,4439284941158.27,6134524737929.83,1695239796771.56,1,14,14,140,T,SL,2,1.13,2024,1,2023,4,12,31
2023-12-31,null,53158609,FY 2024,null,null,null,1,15,15,150,S,SL,1,2,2024,1,2023,4,12,31
2023-12-31,53158609,53158612,October,403433540919.80,469997092049.53,66563551129.73,1,16,16,160,D,MTH,2,2.1,2024,1,2023,4,12,31
2023-12-31,53158609,53158613,November,274830035781.15,588842038068.24,314012002287.09,1,17,17,170,D,MTH,2,2.2,2024,1,2023,4,12,31
2023-12-31,53158609,53158615,December,429310654566.08,558676069485.87,129365414919.79,1,18,18,180,D,MTH,2,2.3,2024,1,2023,4,12,31
2023-12-31,53158609,53158617,Year-to-Date,1107574231267.03,1617515199603.64,509940968336.61,1,19,19,280,T,SL,2,2.4,2024,1,2023,4,12,31
2023-11-30,null,53063498,FY 2023,null,null,null,1,1,1,10,S,SL,1,1,2024,1,2023,4,11,30
2023-11-30,53063498,53063514,October,318500079859.09,406374243972.26,87874164113.17,1,2,2,20,D,MTH,2,1.1,2024,1,2023,4,11,30
2023-11-30,53063498,53063518,November,252110808982.40,500645689634.98,248534880652.58,1,3,3,30,D,MTH,2,1.2,2024,1,2023,4,11,30
2023-11-30,53063498,53063522,December,454942371659.52,539943108237.40,85000736577.88,1,4,4,40,D,MTH,2,1.3,2024,1,2023,4,11,30
2023-11-30,53063498,53063525,January,447288317962.29,486072090101.51,38783772139.22,1,5,5,50,D,MTH,2,1.4,2024,1,2023,4,11,30
2023-11-30,53063498,53063529,February,262113909495.88,524547752690.11,262433843194.23,1,6,6,60,D,MTH,2,1.5,2024,1,2023,4,11,30
2023-11-30,53063498,53063532,March,313240364412.41,691675379586.27,378435015173.86,1,7,7,70,D,MTH,2,1.6,2024,1,2023,4,11,30
2023-11-30,53063498,53063536,April,638520361158.51,462339570809.39,-176180790349.12,1,8,8,80,D,MTH,2,1.7,2024,1,2023,4,11,30
2023-11-30,53063498,53063539,May,307486880350.41,547835120008.78,240348239658.37,1,9,9,90,D,MTH,2,1.8,2024,1,2023,4,11,30
2023-11-30,53063498,53063543,June,418316902368.96,646085314907.01,227768412538.05,1,10,10,100,D,MTH,2,1.9,2024,1,2023,4,11,30
2023-11-30,53063498,53063546,July,276160854143.85,496942951497.45,220782097353.60,1,11,11,110,D,MTH,2,1.10,2024,1,2023,4,11,30
2023-11-30,53063498,53063551,August,283130206157.26,193874633463.53,-89255572693.73,1,12,12,120,D,MTH,2,1.11,2024,1,2023,4,11,30
2023-11-30,53063498,53063554,September,467473794202.84,638188883021.14,170715088818.30,1,13,13,130,D,MTH,2,1.12,2024,1,2023,4,11,30
2023-11-30,53063498,53063561,Year-to-Date,4439284850753.42,6134524737929.83,1695239887176.41,1,14,14,140,T,SL,2,1.13,2024,1,2023,4,11,30
2023-11-30,null,53063567,FY 2024,null,null,null,1,15,15,150,S,SL,1,2,2024,1,2023,4,11,30
2023-11-30,53063567,53063574,October,403433540919.80,469997092049.53,66563551129.73,1,16,16,160,D,MTH,2,2.1,2024,1,2023,4,11,30
2023-11-30,53063567,53063576,November,274830035781.15,588842038068.24,314012002287.09,1,17,17,170,D,MTH,2,2.2,2024,1,2023,4,11,30
2023-11-30,53063567,53063578,Year-to-Date,678263576700.95,1058839130117.77,380575553416.82,1,18,18,280,T,SL,2,2.3,2024,1,2023,4,11,30
2023-10-31,null,52951729,FY 2023,null,null,null,1,1,1,10,S,SL,1,1,2024,1,2023,4,10,31
2023-10-31,52951729,52951736,October,318500079859.09,406374243972.26,87874164113.17,1,2,2,20,D,MTH,2,1.1,2024,1,2023,4,10,31
2023-10-31,52951729,52951738,November,252110808982.40,500645689634.98,248534880652.58,1,3,3,30,D,MTH,2,1.2,2024,1,2023,4,10,31
2023-10-31,52951729,52951740,December,454942371659.52,539943108237.40,85000736577.88,1,4,4,40,D,MTH,2,1.3,2024,1,2023,4,10,31
2023-10-31,52951729,52951743,January,447288317962.29,486072090101.51,38783772139.22,1,5,5,50,D,MTH,2,1.4,2024,1,2023,4,10,31
2023-10-31,52951729,52951745,February,262113909495.88,524547752690.11,262433843194.23,1,6,6,60,D,MTH,2,1.5,2024,1,2023,4,10,31
2023-10-31,52951729,52951747,March,313240364412.41,691675379586.27,378435015173.86,1,7,7,70,D,MTH,2,1.6,2024,1,2023,4,10,31
2023-10-31,52951729,52951749,April,638520361158.51,462339570809.39,-176180790349.12,1,8,8,80,D,MTH,2,1.7,2024,1,2023,4,10,31
2023-10-31,52951729,52951751,May,307486880350.41,547835120008.78,240348239658.37,1,9,9,90,D,MTH,2,1.8,2024,1,2023,4,10,31
2023-10-31,52951729,52951753,June,418316902368.96,646085314907.01,227768412538.05,1,10,10,100,D,MTH,2,1.9,2024,1,2023,4,10,31
2023-10-31,52951729,52951755,July,276160854143.85,496942951497.45,220782097353.60,1,11,11,110,D,MTH,2,1.10,2024,1,2023,4,10,31
2023-10-31,52951729,52951757,August,283130206157.26,193874633463.53,-89255572693.73,1,12,12,120,D,MTH,2,1.11,2024,1,2023,4,10,31
2023-10-31,52951729,52951759,September,467473794202.84,638188883021.14,170715088818.30,1,13,13,130,D,MTH,2,1.12,2024,1,2023,4,10,31
2023-10-31,52951729,52951762,Year-to-Date,4439284850753.42,6134524737929.83,1695239887176.41,1,14,14,140,T,SL,2,1.13,2024,1,2023,4,10,31
2023-10-31,null,52951765,FY 2024,null,null,null,1,15,15,150,S,SL,1,2,2024,1,2023,4,10,31
2023-10-31,52951765,52951767,October,403433540919.80,469997092049.53,66563551129.73,1,16,16,160,D,MTH,2,2.1,2024,1,2023,4,10,31
2023-10-31,52951765,52951768,Year-to-Date,403433540919.80,469997092049.53,66563551129.73,1,17,17,280,T,SL,2,2.2,2024,1,2023,4,10,31
2023-09-30,null,52761112,FY 2022,null,null,null,1,1,1,10,S,SL,1,1,2023,4,2023,3,09,30
2023-09-30,52761112,52761118,October,283927343217.40,448982666150.65,165055322933.25,1,2,2,20,D,MTH,2,1.1,2023,4,2023,3,09,30
2023-09-30,52761112,52761120,November,281208009810.60,472543014095.56,191335004284.96,1,3,3,30,D,MTH,2,1.2,2023,4,2023,3,09,30
2023-09-30,52761112,52761122,December,486723009373.54,508025997966.98,21302988593.44,1,4,4,40,D,MTH,2,1.3,2023,4,2023,3,09,30
2023-09-30,52761112,52761124,January,465073727208.42,346374868966.76,-118698858241.66,1,5,5,50,D,MTH,2,1.4,2023,4,2023,3,09,30
2023-09-30,52761112,52761126,February,289857266549.48,506447018605.53,216589752056.05,1,6,6,60,D,MTH,2,1.5,2023,4,2023,3,09,30
2023-09-30,52761112,52761131,March,315165487243.69,507799156854.21,192633669610.52,1,7,7,70,D,MTH,2,1.6,2023,4,2023,3,09,30
2023-09-30,52761112,52761138,April,863643681782.76,555428621255.97,-308215060526.79,1,8,8,80,D,MTH,2,1.7,2023,4,2023,3,09,30
2023-09-30,52761112,52761140,May,388988459588.24,455210973269.82,66222513681.58,1,9,9,90,D,MTH,2,1.8,2023,4,2023,3,09,30
2023-09-30,52761112,52761143,June,460756710619.63,549598223836.55,88841513216.92,1,10,10,100,D,MTH,2,1.9,2023,4,2023,3,09,30
2023-09-30,52761112,52761146,July,269330957036.50,480382717086.76,211051760050.26,1,11,11,110,D,MTH,2,1.10,2023,4,2023,3,09,30
2023-09-30,52761112,52761148,August,303721503258.70,523317744208.34,219596240949.64,1,12,12,120,D,MTH,2,1.11,2023,4,2023,3,09,30
2023-09-30,52761112,52761149,September,487723018513.97,917489202681.77,429766184167.80,1,13,13,130,D,MTH,2,1.12,2023,4,2023,3,09,30
2023-09-30,52761112,52761150,Year-to-Date,4896119174202.93,6271600204978.90,1375481030775.97,1,14,14,140,T,SL,2,1.13,2023,4,2023,3,09,30
2023-09-30,null,52761154,FY 2023,null,null,null,1,15,15,150,S,SL,1,2,2023,4,2023,3,09,30
2023-09-30,52761154,52761156,October,318500079859.09,406374243972.26,87874164113.17,1,16,16,160,D,MTH,2,2.1,2023,4,2023,3,09,30
2023-09-30,52761154,52761158,November,252110808982.40,500645689634.98,248534880652.58,1,17,17,170,D,MTH,2,2.2,2023,4,2023,3,09,30
2023-09-30,52761154,52761160,December,454942371659.52,539943108237.40,85000736577.88,1,18,18,180,D,MTH,2,2.3,2023,4,2023,3,09,30
2023-09-30,52761154,52761161,January,447288317962.29,486072090101.51,38783772139.22,1,19,19,190,D,MTH,2,2.4,2023,4,2023,3,09,30
2023-09-30,52761154,52761165,February,262113909495.88,524547752690.11,262433843194.23,1,20,20,200,D,MTH,2,2.5,2023,4,2023,3,09,30
2023-09-30,52761154,52761170,March,313240364412.41,691316680884.15,378076316471.74,1,21,21,210,D,MTH,2,2.6,2023,4,2023,3,09,30
2023-09-30,52761154,52761173,April,638520361158.51,462339570809.39,-176180790349.12,1,22,22,220,D,MTH,2,2.7,2023,4,2023,3,09,30
2023-09-30,52761154,52761177,May,307486880350.41,547835120008.78,240348239658.37,1,23,23,230,D,MTH,2,2.8,2023,4,2023,3,09,30
2023-09-30,52761154,52761183,June,418316902368.96,646085314907.01,227768412538.05,1,24,24,240,D,MTH,2,2.9,2023,4,2023,3,09,30
2023-09-30,52761154,52761186,July,276160854143.85,496942951497.45,220782097353.60,1,25,25,250,D,MTH,2,2.10,2023,4,2023,3,09,30
2023-09-30,52761154,52761189,August,283130206157.26,193874633463.53,-89255572693.73,1,26,26,260,D,MTH,2,2.11,2023,4,2023,3,09,30
2023-09-30,52761154,52761190,September,467472683369.96,638454884244.74,170982200874.78,1,27,27,270,D,MTH,2,2.12,2023,4,2023,3,09,30
2023-09-30,52761154,52761191,Year-to-Date,4439283739920.54,6134432040451.31,1695148300530.77,1,28,28,280,T,SL,2,2.13,2023,4,2023,3,09,30
2023-08-31,null,52523193,FY 2022,null,null,null,1,1,1,10,S,SL,1,1,2023,4,2023,3,08,31
2023-08-31,52523193,52523232,October,283927343217.40,448982666150.65,165055322933.25,1,2,2,20,D,MTH,2,1.1,2023,4,2023,3,08,31
2023-08-31,52523193,52523236,November,281208009810.60,472543014095.56,191335004284.96,1,3,3,30,D,MTH,2,1.2,2023,4,2023,3,08,31
2023-08-31,52523193,52523258,December,486723009373.54,508025997966.98,21302988593.44,1,4,4,40,D,MTH,2,1.3,2023,4,2023,3,08,31
2023-08-31,52523193,52523260,January,465073727208.42,346374868966.76,-118698858241.66,1,5,5,50,D,MTH,2,1.4,2023,4,2023,3,08,31
2023-08-31,52523193,52523264,February,289857266549.48,506447018605.53,216589752056.05,1,6,6,60,D,MTH,2,1.5,2023,4,2023,3,08,31
2023-08-31,52523193,52523265,March,315165487243.69,507799156854.21,192633669610.52,1,7,7,70,D,MTH,2,1.6,2023,4,2023,3,08,31
2023-08-31,52523193,52523268,April,863643681782.76,555428621255.97,-308215060526.79,1,8,8,80,D,MTH,2,1.7,2023,4,2023,3,08,31
2023-08-31,52523193,52523271,May,388988459588.24,455210973269.82,66222513681.58,1,9,9,90,D,MTH,2,1.8,2023,4,2023,3,08,31
2023-08-31,52523193,52523273,June,460756710619.63,549598223836.55,88841513216.92,1,10,10,100,D,MTH,2,1.9,2023,4,2023,3,08,31
2023-08-31,52523193,52523281,July,269330957036.50,480382717086.76,211051760050.26,1,11,11,110,D,MTH,2,1.10,2023,4,2023,3,08,31
2023-08-31,52523193,52523289,August,303721503258.70,523317744208.34,219596240949.64,1,12,12,120,D,MTH,2,1.11,2023,4,2023,3,08,31
2023-08-31,52523193,52523293,September,487723018513.97,917489202681.77,429766184167.80,1,13,13,130,D,MTH,2,1.12,2023,4,2023,3,08,31
2023-08-31,52523193,52523298,Year-to-Date,4896119174202.93,6271600204978.90,1375481030775.97,1,14,14,140,T,SL,2,1.13,2023,4,2023,3,08,31
2023-08-31,null,52523306,FY 2023,null,null,null,1,15,15,150,S,SL,1,2,2023,4,2023,3,08,31
2023-08-31,52523306,52523314,October,318500079859.09,406374243972.26,87874164113.17,1,16,16,160,D,MTH,2,2.1,2023,4,2023,3,08,31
2023-08-31,52523306,52523320,November,252110808982.40,500645689634.98,248534880652.58,1,17,17,170,D,MTH,2,2.2,2023,4,2023,3,08,31
2023-08-31,52523306,52523322,December,454942371659.52,539943108237.40,85000736577.88,1,18,18,180,D,MTH,2,2.3,2023,4,2023,3,08,31
2023-08-31,52523306,52523326,January,447288317962.29,486072090101.51,38783772139.22,1,19,19,190,D,MTH,2,2.4,2023,4,2023,3,08,31
2023-08-31,52523306,52523329,February,262113909495.88,524547752690.11,262433843194.23,1,20,20,200,D,MTH,2,2.5,2023,4,2023,3,08,31
2023-08-31,52523306,52523332,March,313240364412.41,691316680884.15,378076316471.74,1,21,21,210,D,MTH,2,2.6,2023,4,2023,3,08,31
2023-08-31,52523306,52523335,April,638520361158.51,462339570809.39,-176180790349.12,1,22,22,220,D,MTH,2,2.7,2023,4,2023,3,08,31
2023-08-31,52523306,52523339,May,307486880350.41,547835120008.78,240348239658.37,1,23,23,230,D,MTH,2,2.8,2023,4,2023,3,08,31
2023-08-31,52523306,52523341,June,418316902368.96,646085314907.01,227768412538.05,1,24,24,240,D,MTH,2,2.9,2023,4,2023,3,08,31
2023-08-31,52523306,52523345,July,276160854143.85,496942951497.45,220782097353.60,1,25,25,250,D,MTH,2,2.10,2023,4,2023,3,08,31
2023-08-31,52523306,52523348,August,283130206157.26,193874633463.53,-89255572693.73,1,26,26,260,D,MTH,2,2.11,2023,4,2023,3,08,31
2023-08-31,52523306,52523352,Year-to-Date,3971811056550.58,5495977156206.57,1524166099655.99,1,27,27,280,T,SL,2,2.12,2023,4,2023,3,08,31
2023-07-31,null,52227741,FY 2022,null,null,null,1,1,1,10,S,SL,1,1,2023,4,2023,3,07,31
2023-07-31,52227741,52227745,October,283927343217.40,448982666150.65,165055322933.25,1,2,2,20,D,MTH,2,1.1,2023,4,2023,3,07,31
2023-07-31,52227741,52227758,November,281208009810.60,472543014095.56,191335004284.96,1,3,3,30,D,MTH,2,1.2,2023,4,2023,3,07,31
2023-07-31,52227741,52227760,December,486723009373.54,508025997966.98,21302988593.44,1,4,4,40,D,MTH,2,1.3,2023,4,2023,3,07,31
2023-07-31,52227741,52227762,January,465073727208.42,346374868966.76,-118698858241.66,1,5,5,50,D,MTH,2,1.4,2023,4,2023,3,07,31
2023-07-31,52227741,52227764,February,289857266549.48,506447018605.53,216589752056.05,1,6,6,60,D,MTH,2,1.5,2023,4,2023,3,07,31
2023-07-31,52227741,52227785,March,315165487243.69,507799156854.21,192633669610.52,1,7,7,70,D,MTH,2,1.6,2023,4,2023,3,07,31
2023-07-31,52227741,52227808,April,863643681782.76,555428621255.97,-308215060526.79,1,8,8,80,D,MTH,2,1.7,2023,4,2023,3,07,31
2023-07-31,52227741,52227811,May,388988459588.24,455210973269.82,66222513681.58,1,9,9,90,D,MTH,2,1.8,2023,4,2023,3,07,31
2023-07-31,52227741,52227815,June,460756710619.63,549598223836.55,88841513216.92,1,10,10,100,D,MTH,2,1.9,2023,4,2023,3,07,31
2023-07-31,52227741,52227819,July,269330957036.50,480382717086.76,211051760050.26,1,11,11,110,D,MTH,2,1.10,2023,4,2023,3,07,31
2023-07-31,52227741,52227823,August,303721503258.70,523317744208.34,219596240949.64,1,12,12,120,D,MTH,2,1.11,2023,4,2023,3,07,31
2023-07-31,52227741,52227824,September,487723018513.97,917489202681.77,429766184167.80,1,13,13,130,D,MTH,2,1.12,2023,4,2023,3,07,31
2023-07-31,52227741,52227828,Year-to-Date,4896119174202.93,6271600204978.90,1375481030775.97,1,14,14,140,T,SL,2,1.13,2023,4,2023,3,07,31
2023-07-31,null,52227835,FY 2023,null,null,null,1,15,15,150,S,SL,1,2,2023,4,2023,3,07,31
2023-07-31,52227835,52227840,October,318500079859.09,406374243972.26,87874164113.17,1,16,16,160,D,MTH,2,2.1,2023,4,2023,3,07,31
2023-07-31,52227835,52227843,November,252110808982.40,500645689634.98,248534880652.58,1,17,17,170,D,MTH,2,2.2,2023,4,2023,3,07,31
2023-07-31,52227835,52227846,December,454942371659.52,539943108237.40,85000736577.88,1,18,18,180,D,MTH,2,2.3,2023,4,2023,3,07,31
2023-07-31,52227835,52227847,January,447288317962.29,486072090101.51,38783772139.22,1,19,19,190,D,MTH,2,2.4,2023,4,2023,3,07,31
2023-07-31,52227835,52227850,February,262113909495.88,524547752690.11,262433843194.23,1,20,20,200,D,MTH,2,2.5,2023,4,2023,3,07,31
2023-07-31,52227835,52227853,March,313240364412.41,691316680884.15,378076316471.74,1,21,21,210,D,MTH,2,2.6,2023,4,2023,3,07,31
2023-07-31,52227835,52227856,April,638520361158.51,462339570809.39,-176180790349.12,1,22,22,220,D,MTH,2,2.7,2023,4,2023,3,07,31
2023-07-31,52227835,52227859,May,307486880350.41,547835120008.78,240348239658.37,1,23,23,230,D,MTH,2,2.8,2023,4,2023,3,07,31
2023-07-31,52227835,52227862,June,418316902368.96,646085314907.01,227768412538.05,1,24,24,240,D,MTH,2,2.9,2023,4,2023,3,07,31
2023-07-31,52227835,52227865,July,276160854143.85,496942951497.45,220782097353.60,1,25,25,250,D,MTH,2,2.10,2023,4,2023,3,07,31
2023-07-31,52227835,52227868,Year-to-Date,3688680850393.32,5302102522743.04,1613421672349.72,1,26,26,280,T,SL,2,2.11,2023,4,2023,3,07,31
2023-06-30,null,52061578,FY 2022,null,null,null,1,1,1,10,S,SL,1,1,2023,3,2023,2,06,30
2023-06-30,52061578,52061585,October,283927343217.40,448982710150.65,165055366933.25,1,2,2,20,D,MTH,2,1.1,2023,3,2023,2,06,30
2023-06-30,52061578,52061596,November,281208009810.60,472543054095.56,191335044284.96,1,3,3,30,D,MTH,2,1.2,2023,3,2023,2,06,30
2023-06-30,52061578,52061597,December,486723009373.54,508026138798.77,21303129425.23,1,4,4,40,D,MTH,2,1.3,2023,3,2023,2,06,30
2023-06-30,52061578,52061598,January,465073727208.42,346374868966.76,-118698858241.66,1,5,5,50,D,MTH,2,1.4,2023,3,2023,2,06,30
2023-06-30,52061578,52061599,February,289857266549.48,506447018605.53,216589752056.05,1,6,6,60,D,MTH,2,1.5,2023,3,2023,2,06,30
2023-06-30,52061578,52061600,March,315165487243.69,507799156854.21,192633669610.52,1,7,7,70,D,MTH,2,1.6,2023,3,2023,2,06,30
2023-06-30,52061578,52061601,April,863643681782.76,555428621255.97,-308215060526.79,1,8,8,80,D,MTH,2,1.7,2023,3,2023,2,06,30
2023-06-30,52061578,52061602,May,388988459588.24,455210973269.82,66222513681.58,1,9,9,90,D,MTH,2,1.8,2023,3,2023,2,06,30
2023-06-30,52061578,52061603,June,460756710619.63,549598223836.55,88841513216.92,1,10,10,100,D,MTH,2,1.9,2023,3,2023,2,06,30
2023-06-30,52061578,52061604,July,269330957036.50,480382717086.76,211051760050.26,1,11,11,110,D,MTH,2,1.10,2023,3,2023,2,06,30
2023-06-30,52061578,52061606,August,303721503258.70,523317744208.34,219596240949.64,1,12,12,120,D,MTH,2,1.11,2023,3,2023,2,06,30
2023-06-30,52061578,52061609,September,487723018513.97,917489202681.77,429766184167.80,1,13,13,130,D,MTH,2,1.12,2023,3,2023,2,06,30
2023-06-30,52061578,52061611,Year-to-Date,4896119174202.93,6271600429810.69,1375481255607.76,1,14,14,140,T,SL,2,1.13,2023,3,2023,2,06,30
2023-06-30,null,52061614,FY 2023,null,null,null,1,15,15,150,S,SL,1,2,2023,3,2023,2,06,30
2023-06-30,52061614,52061618,October,318500079859.09,406374243972.26,87874164113.17,1,16,16,160,D,MTH,2,2.1,2023,3,2023,2,06,30
2023-06-30,52061614,52061619,November,252110808982.40,500645689634.98,248534880652.58,1,17,17,170,D,MTH,2,2.2,2023,3,2023,2,06,30
2023-06-30,52061614,52061621,December,454942371659.52,539943108237.40,85000736577.88,1,18,18,180,D,MTH,2,2.3,2023,3,2023,2,06,30
2023-06-30,52061614,52061624,January,447288317962.29,486072090101.51,38783772139.22,1,19,19,190,D,MTH,2,2.4,2023,3,2023,2,06,30
2023-06-30,52061614,52061626,February,262113909495.88,524547752690.11,262433843194.23,1,20,20,200,D,MTH,2,2.5,2023,3,2023,2,06,30
2023-06-30,52061614,52061628,March,313240364412.41,691316680884.15,378076316471.74,1,21,21,210,D,MTH,2,2.6,2023,3,2023,2,06,30
2023-06-30,52061614,52061630,April,638520361158.51,462339570809.39,-176180790349.12,1,22,22,220,D,MTH,2,2.7,2023,3,2023,2,06,30
2023-06-30,52061614,52061632,May,307486880350.41,547835120008.78,240348239658.37,1,23,23,230,D,MTH,2,2.8,2023,3,2023,2,06,30
2023-06-30,52061614,52061634,June,418316902368.96,646085314907.01,227768412538.05,1,24,24,240,D,MTH,2,2.9,2023,3,2023,2,06,30
2023-06-30,52061614,52061636,Year-to-Date,3412519996249.47,4805159571245.59,1392639574996.12,1,25,25,280,T,SL,2,2.10,2023,3,2023,2,06,30
2023-05-31,null,51817221,FY 2022,null,null,null,1,1,1,10,S,SL,1,1,2023,3,2023,2,05,31
2023-05-31,51817221,51817245,October,283927343217.40,448982710150.65,165055366933.25,1,2,2,20,D,MTH,2,1.1,2023,3,2023,2,05,31
2023-05-31,51817221,51817251,November,281208009810.60,472543054095.56,191335044284.96,1,3,3,30,D,MTH,2,1.2,2023,3,2023,2,05,31
2023-05-31,51817221,51817253,December,486723009373.54,508026138798.77,21303129425.23,1,4,4,40,D,MTH,2,1.3,2023,3,2023,2,05,31
2023-05-31,51817221,51817260,January,465073727208.42,346374868966.76,-118698858241.66,1,5,5,50,D,MTH,2,1.4,2023,3,2023,2,05,31
2023-05-31,51817221,51817273,February,289857266549.48,506447018605.53,216589752056.05,1,6,6,60,D,MTH,2,1.5,2023,3,2023,2,05,31
2023-05-31,51817221,51817277,March,315165487243.69,507799156854.21,192633669610.52,1,7,7,70,D,MTH,2,1.6,2023,3,2023,2,05,31
2023-05-31,51817221,51817280,April,863643681782.76,555428621255.97,-308215060526.79,1,8,8,80,D,MTH,2,1.7,2023,3,2023,2,05,31
2023-05-31,51817221,51817281,May,388988459588.24,455210973269.82,66222513681.58,1,9,9,90,D,MTH,2,1.8,2023,3,2023,2,05,31
2023-05-31,51817221,51817282,June,460756710619.63,549598223836.55,88841513216.92,1,10,10,100,D,MTH,2,1.9,2023,3,2023,2,05,31
2023-05-31,51817221,51817283,July,269330957036.50,480382717086.76,211051760050.26,1,11,11,110,D,MTH,2,1.10,2023,3,2023,2,05,31
2023-05-31,51817221,51817284,August,303721503258.70,523317744208.34,219596240949.64,1,12,12,120,D,MTH,2,1.11,2023,3,2023,2,05,31
2023-05-31,51817221,51817285,September,487723018513.97,917489202681.77,429766184167.80,1,13,13,130,D,MTH,2,1.12,2023,3,2023,2,05,31
2023-05-31,51817221,51817286,Year-to-Date,4896119174202.93,6271600429810.69,1375481255607.76,1,14,14,140,T,SL,2,1.13,2023,3,2023,2,05,31
2023-05-31,null,51817294,FY 2023,null,null,null,1,15,15,150,S,SL,1,2,2023,3,2023,2,05,31
2023-05-31,51817294,51817307,October,318500079859.09,406374243972.26,87874164113.17,1,16,16,160,D,MTH,2,2.1,2023,3,2023,2,05,31
2023-05-31,51817294,51817312,November,252110808982.40,500645689634.98,248534880652.58,1,17,17,170,D,MTH,2,2.2,2023,3,2023,2,05,31
2023-05-31,51817294,51817314,December,454942371659.52,539943108237.40,85000736577.88,1,18,18,180,D,MTH,2,2.3,2023,3,2023,2,05,31
2023-05-31,51817294,51817317,January,447288317962.29,486072090101.51,38783772139.22,1,19,19,190,D,MTH,2,2.4,2023,3,2023,2,05,31
2023-05-31,51817294,51817324,February,262113909495.88,524547752690.11,262433843194.23,1,20,20,200,D,MTH,2,2.5,2023,3,2023,2,05,31
2023-05-31,51817294,51817328,March,313240364412.41,691316680884.15,378076316471.74,1,21,21,210,D,MTH,2,2.6,2023,3,2023,2,05,31
2023-05-31,51817294,51817332,April,638520361158.51,462339570809.39,-176180790349.12,1,22,22,220,D,MTH,2,2.7,2023,3,2023,2,05,31
2023-05-31,51817294,51817336,May,307486880350.41,547835120008.78,240348239658.37,1,23,23,230,D,MTH,2,2.8,2023,3,2023,2,05,31
2023-05-31,51817294,51817342,Year-to-Date,2994203093880.51,4159074256338.58,1164871162458.07,1,24,24,280,T,SL,2,2.9,2023,3,2023,2,05,31
2023-04-30,null,51585876,FY 2022,null,null,null,1,1,1,10,S,SL,1,1,2023,3,2023,2,04,30
2023-04-30,51585876,51585883,October,283927343217.40,448982710150.65,165055366933.25,1,2,2,20,D,MTH,2,1.1,2023,3,2023,2,04,30
2023-04-30,51585876,51585885,November,281208009810.60,472543054095.56,191335044284.96,1,3,3,30,D,MTH,2,1.2,2023,3,2023,2,04,30
2023-04-30,51585876,51585888,December,486723009373.54,508026138798.77,21303129425.23,1,4,4,40,D,MTH,2,1.3,2023,3,2023,2,04,30
2023-04-30,51585876,51585906,January,465073727208.42,346374868966.76,-118698858241.66,1,5,5,50,D,MTH,2,1.4,2023,3,2023,2,04,30
2023-04-30,51585876,51585909,February,289857266549.48,506447018605.53,216589752056.05,1,6,6,60,D,MTH,2,1.5,2023,3,2023,2,04,30
2023-04-30,51585876,51585912,March,315165487243.69,507799156854.21,192633669610.52,1,7,7,70,D,MTH,2,1.6,2023,3,2023,2,04,30
2023-04-30,51585876,51585914,April,863643681782.76,555428621255.97,-308215060526.79,1,8,8,80,D,MTH,2,1.7,2023,3,2023,2,04,30
2023-04-30,51585876,51585918,May,388988459588.24,455210973269.82,66222513681.58,1,9,9,90,D,MTH,2,1.8,2023,3,2023,2,04,30
2023-04-30,51585876,51585921,June,460756710619.63,549598223836.55,88841513216.92,1,10,10,100,D,MTH,2,1.9,2023,3,2023,2,04,30
